Date,Open,High,Low,Close,Adj Close,Volume
1/2/2019,45.799999,47.779999,44.349998,46.540001,46.540001,850480
1/3/2019,46.259998,47.490002,45.349998,47.09,47.09,788718
1/4/2019,46.900002,49.220001,46.650002,47.959999,47.959999,817277
1/7/2019,48.299999,49.790001,48.110001,48.52,48.52,819939
1/8/2019,48.73,49.950001,48.310001,49.779999,49.779999,765981
1/9/2019,49.799999,52.580002,49.709999,52.360001,52.360001,891922
1/10/2019,52.18,52.779999,51.369999,52.59,52.59,821782
1/11/2019,52.279999,53.310001,51.18,51.59,51.59,812339
1/14/2019,51.73,52.110001,50.380001,50.509998,50.509998,791527
1/15/2019,50.779999,52.299999,50.639999,52.110001,52.110001,664183
1/16/2019,52,52.52,51.259998,52.310001,52.310001,694182
1/17/2019,52.299999,52.580002,50.98,52.07,52.07,288560
1/18/2019,52.23,53.919998,52.09,53.799999,53.799999,193099
1/22/2019,53.73,54.240002,51.799999,52.57,52.57,951158
1/23/2019,52.950001,53.639999,51.860001,52.619999,52.619999,702866
1/24/2019,52.450001,53.470001,52.07,53.130001,53.130001,714415
1/25/2019,53.169998,53.939999,52.91,53.689999,53.689999,593385
1/28/2019,53.560001,53.639999,51.330002,51.990002,51.990002,650667
1/29/2019,52.119999,53.93,51.84,53.310001,53.310001,660527
1/30/2019,53.240002,54.93,53.09,54.23,54.23,731312
1/31/2019,54.279999,55.369999,53.619999,53.790001,53.790001,718650
2/1/2019,54.009998,55.66,53.369999,55.259998,55.259998,689566
2/4/2019,55.32,55.75,53.290001,54.560001,54.560001,622472
2/5/2019,54.860001,55.209999,53.470001,53.66,53.66,609756
2/6/2019,53.73,54.299999,52.860001,54.009998,54.009998,606720
2/7/2019,53.939999,54.209999,51.799999,52.639999,52.639999,749010
2/8/2019,52.59,52.990002,52.080002,52.720001,52.720001,621003
2/11/2019,52.66,52.779999,51.23,52.41,52.41,750242
2/12/2019,52.470001,54.049999,52.290001,53.099998,53.099998,708312
2/13/2019,53.349998,54.599998,53.27,53.900002,53.900002,706552
2/14/2019,53.959999,54.68,53.080002,54.41,54.41,623546
2/15/2019,54.48,55.869999,54.240002,55.59,55.59,276907
2/19/2019,55.779999,56.330002,55.290001,56.09,56.09,153728
2/20/2019,55.939999,57.549999,55.48,56.919998,56.919998,685111
2/21/2019,57.240002,57.610001,56.639999,56.959999,56.959999,546202
2/22/2019,56.84,57.810001,56.709999,57.259998,57.259998,513439
2/25/2019,57.169998,57.529999,55.080002,55.48,55.48,723012
2/26/2019,55.459999,56.080002,55.02,55.5,55.5,538919
2/27/2019,55.950001,57.389999,55.720001,56.939999,56.939999,577227
2/28/2019,57,57.43,56.43,57.220001,57.220001,496678
3/1/2019,57.220001,57.880001,55.57,55.799999,55.799999,684186
3/4/2019,55.830002,57,55.810001,56.59,56.59,549396
3/5/2019,56.450001,57.189999,56.09,56.560001,56.560001,538399
3/6/2019,56.279999,56.400002,55.419998,56.220001,56.220001,637677
3/7/2019,56.200001,56.990002,56.080002,56.66,56.66,628824
3/8/2019,56.43,56.509998,54.52,56.07,56.07,747358
3/11/2019,56.07,57.009998,55.959999,56.790001,56.790001,597156
3/12/2019,56.759998,57.549999,56.740002,56.869999,56.869999,652798
3/13/2019,57.09,58.48,57.009998,58.259998,58.259998,610616
3/14/2019,58.349998,58.740002,58,58.610001,58.610001,567604
3/15/2019,58.509998,58.950001,57.740002,58.52,58.52,507393
3/18/2019,58.450001,59.23,58.049999,59.09,59.09,157241
3/19/2019,59.009998,59.57,58.619999,59.029999,59.029999,114822
3/20/2019,59.02,60.119999,58.389999,59.830002,59.830002,786342
3/21/2019,59.990002,60.389999,59.66,59.98,59.98,655380
3/22/2019,59.869999,60.07,58.279999,59.040001,59.040001,738840
3/25/2019,58.98,59.349998,58.169998,58.82,58.82,705399
3/26/2019,59.119999,60.380001,59.040001,59.939999,59.939999,685988
3/27/2019,60.029999,60.220001,58.810001,59.41,59.41,732150
3/28/2019,59.400002,59.560001,58.200001,59.299999,59.299999,712209
3/29/2019,59.529999,60.73,59.41,60.139999,60.139999,705559
4/1/2019,60.240002,61.799999,60.130001,61.59,61.59,670808
4/2/2019,61.810001,62.75,61.599998,62.580002,62.580002,793227
4/3/2019,62.639999,62.990002,62.049999,62.459999,62.459999,799672
4/4/2019,62.5,62.77,61.889999,62.099998,62.099998,684973
4/5/2019,62.18,63.34,61.82,63.080002,63.080002,686862
4/8/2019,63.330002,64.480003,63.130001,64.400002,64.400002,895767
4/9/2019,64.400002,64.790001,63.68,63.98,63.98,790677
4/10/2019,64.220001,64.699997,64.050003,64.610001,64.610001,722216
4/11/2019,64.480003,64.489998,63.310001,63.580002,63.580002,760504
4/12/2019,63.709999,64.650002,63.66,63.889999,63.889999,625588
4/15/2019,63.759998,63.84,63.029999,63.400002,63.400002,555858
4/16/2019,63.57,64.370003,62.990002,64.050003,64.050003,547469
4/17/2019,64.32,64.610001,63.66,63.759998,63.759998,235376
4/18/2019,63.75,64.160004,63.459999,64,64,148238
4/22/2019,64,65.919998,64,65.699997,65.699997,763527
4/23/2019,65.75,66.599998,65.580002,66.300003,66.300003,700598
4/24/2019,66.169998,66.43,65.660004,65.889999,65.889999,678386
4/25/2019,65.809998,66.279999,64.900002,65.209999,65.209999,603001
4/26/2019,65.129997,65.18,62.279999,63.299999,63.299999,1000836
4/29/2019,62.950001,63.689999,62.459999,63.5,63.5,654076
4/30/2019,63.580002,64.75,63.299999,63.91,63.91,750494
5/1/2019,63.400002,63.93,62.77,63.599998,63.599998,676872
5/2/2019,63.610001,63.68,60.950001,61.810001,61.810001,914661
5/3/2019,61.549999,62.52,61.299999,61.939999,61.939999,646866
5/6/2019,61.43,62.950001,60.040001,62.25,62.25,768810
5/7/2019,62.169998,62.490002,60.66,61.400002,61.400002,842810
5/8/2019,61.439999,62.369999,61.07,62.119999,62.119999,791769
5/9/2019,62.02,62.209999,60.919998,61.700001,61.700001,769583
5/10/2019,61.639999,62.490002,61.419998,61.66,61.66,786494
5/13/2019,61.650002,63.330002,60.639999,61.040001,61.040001,1003106
5/14/2019,60.860001,62.110001,60.689999,61.779999,61.779999,751668
5/15/2019,61.369999,62.34,60.849998,62.02,62.02,723001
5/16/2019,62.119999,63.48,62.080002,62.869999,62.869999,545679
5/17/2019,63.119999,63.639999,62.52,62.759998,62.759998,215802
5/20/2019,63.529999,63.810001,62.450001,63.099998,63.099998,131888
5/21/2019,63.279999,63.599998,62.75,62.990002,62.990002,641680
5/22/2019,62.639999,62.779999,61.029999,61.419998,61.419998,766728
5/23/2019,61.27,61.290001,57.330002,57.91,57.91,1108052
5/24/2019,58.209999,59.099998,57.5,58.630001,58.630001,758099
5/28/2019,58.939999,59.57,58.130001,59.139999,59.139999,1020323
5/29/2019,59.07,59.139999,56.880001,58.810001,58.810001,1124959
5/30/2019,59.119999,59.700001,56.330002,56.59,56.59,842281
5/31/2019,56.459999,56.610001,53.049999,53.5,53.5,1031488
6/3/2019,53.419998,54.630001,52.110001,53.25,53.25,984308
6/4/2019,52.889999,53.779999,52.43,53.48,53.48,831625
6/5/2019,52.860001,53.41,50.599998,51.68,51.68,943186
6/6/2019,51.66,53.299999,51.169998,52.59,52.59,790067
6/7/2019,53.099998,54.32,52.619999,53.990002,53.990002,828133
6/10/2019,54.240002,54.84,53.049999,53.259998,53.259998,687146
6/11/2019,53.43,54.040001,52.91,53.27,53.27,642940
6/12/2019,53.040001,53.049999,50.720001,51.139999,51.139999,786105
6/13/2019,51.07,53.450001,50.919998,52.279999,52.279999,945024
6/14/2019,52.18,52.98,51.700001,52.509998,52.509998,574229
6/17/2019,52.5,52.740002,51.580002,51.93,51.93,397868
6/18/2019,51.950001,54.310001,51.5,53.900002,53.900002,181640
6/19/2019,54.09,54.419998,53.279999,53.759998,53.759998,122838
6/20/2019,54.119999,57.02,54.110001,56.650002,56.650002,854514
6/21/2019,57.259998,57.98,56.66,57.43,57.43,676047
6/24/2019,57.720001,58.220001,56.75,57.900002,57.900002,597164
6/25/2019,57.740002,58.84,57.200001,57.830002,57.830002,673140
6/26/2019,58.84,59.93,58.650002,59.380001,59.380001,686817
6/27/2019,59.27,59.73,58.610001,59.43,59.43,531405
6/28/2019,59.220001,59.799999,57.75,58.470001,58.470001,556101
7/1/2019,59.27,60.279999,58.34,59.09,59.09,674887
7/2/2019,59.139999,59.43,56.09,56.25,56.25,878938
7/3/2019,null,null,null,null,null,null
7/5/2019,57.380001,57.82,56.290001,57.509998,57.509998,698015
7/8/2019,57.77,58.459999,57.299999,57.66,57.66,540861
7/9/2019,57.560001,59.099998,57.290001,57.830002,57.830002,551872
7/10/2019,58.400002,60.529999,58.349998,60.43,60.43,690656
7/11/2019,60.439999,60.939999,60.139999,60.200001,60.200001,573019
7/12/2019,60.459999,60.740002,59.93,60.209999,60.209999,469029
7/15/2019,60.25,60.919998,59.200001,59.580002,59.580002,566818
7/16/2019,59.259998,60.060001,57.07,57.619999,57.619999,712540
7/17/2019,57.52,58.360001,56.209999,56.779999,56.779999,504432
7/18/2019,56.599998,57.32,54.720001,55.299999,55.299999,215361
7/19/2019,55.720001,56.360001,54.990002,55.630001,55.630001,105217
7/22/2019,56.220001,56.84,55.720001,56.220001,56.220001,619483
7/23/2019,56.169998,57.470001,55.740002,56.77,56.77,521876
7/24/2019,57.23,57.639999,55.330002,55.880001,55.880001,745248
7/25/2019,55.900002,56.990002,55.810001,56.02,56.02,559282
7/26/2019,55.93,56.57,55.68,56.200001,56.200001,476785
7/29/2019,56.200001,57.099998,55.810001,56.869999,56.869999,529742
7/30/2019,57.07,58.470001,56.959999,58.049999,58.049999,547401
7/31/2019,58.34,58.82,57.810001,58.580002,58.580002,614001
8/1/2019,57.849998,57.990002,53.59,53.950001,53.950001,886748
8/2/2019,54.540001,56.049999,54.150002,55.66,55.66,739810
8/5/2019,55.380001,55.610001,54.220001,54.689999,54.689999,823844
8/6/2019,54.950001,55.419998,53.290001,53.630001,53.630001,682794
8/7/2019,53.419998,53.77,50.52,51.09,51.09,1063214
8/8/2019,52.330002,53.060001,51.939999,52.540001,52.540001,724762
8/9/2019,52.880001,54.919998,52.369999,54.5,54.5,726386
8/12/2019,54.32,55.18,53.540001,54.93,54.93,611027
8/13/2019,54.73,57.470001,54.209999,57.099998,57.099998,783486
8/14/2019,56.740002,56.849998,53.970001,55.23,55.23,718293
8/15/2019,54.900002,55.330002,53.77,54.470001,54.470001,527866
8/16/2019,54.740002,55.669998,54.259998,54.869999,54.869999,168345
8/19/2019,54.959999,56.41,54.84,56.209999,56.209999,113571
8/20/2019,56.099998,56.599998,55.279999,56.34,56.34,659258
8/21/2019,56.049999,57.130001,55.549999,55.68,55.68,704035
8/22/2019,55.939999,56.459999,54.849998,55.349998,55.349998,621573
8/23/2019,55.349998,55.599998,53.240002,54.169998,54.169998,807151
8/26/2019,53.25,55.259998,52.959999,53.639999,53.639999,679022
8/27/2019,53.759998,55.720001,53.689999,54.93,54.93,596624
8/28/2019,55.709999,56.75,55.34,55.779999,55.779999,674048
8/29/2019,55.880001,56.889999,55.43,56.709999,56.709999,630760
8/30/2019,56.630001,56.720001,54.549999,55.099998,55.099998,708268
9/3/2019,55,55.240002,52.84,53.939999,53.939999,970804
9/4/2019,53.919998,56.580002,53.84,56.259998,56.259998,682298
9/5/2019,55.950001,57.759998,55.75,56.299999,56.299999,712466
9/6/2019,56.189999,56.950001,54.830002,56.52,56.52,714294
9/9/2019,56.799999,58.16,56.580002,57.849998,57.849998,646993
9/10/2019,58.029999,58.759998,57.200001,57.400002,57.400002,755472
9/11/2019,57.889999,58.299999,55.610001,55.75,55.75,858772
9/12/2019,55.93,56.34,54,55.09,55.09,845977
9/13/2019,55.150002,55.68,54.439999,54.849998,54.849998,599470
9/16/2019,61.48,63.380001,58.77,62.900002,62.900002,1404916
9/17/2019,61.959999,62.59,58.459999,59.34,59.34,993237
9/18/2019,58.810001,59.43,57.669998,58.110001,58.110001,216961
9/19/2019,58.200001,59.540001,58.009998,58.130001,58.130001,112327
9/20/2019,58.650002,59.099998,57.790001,58.09,58.09,576019
9/23/2019,59.25,59.389999,57.369999,58.639999,58.639999,526785
9/24/2019,58.439999,58.490002,56.689999,57.290001,57.290001,591529
9/25/2019,56.700001,57.02,55.549999,56.490002,56.490002,563550
9/26/2019,56.689999,56.84,55.41,56.41,56.41,599653
9/27/2019,56.509998,56.759998,54.75,55.91,55.91,712966
9/30/2019,56.540001,56.57,53.98,54.07,54.07,532522
10/1/2019,54.279999,54.84,53.049999,53.619999,53.619999,589176
10/2/2019,54,54.419998,52.169998,52.639999,52.639999,590306
10/3/2019,52.470001,52.91,50.990002,52.450001,52.450001,642466
10/4/2019,52.290001,53.349998,52.040001,52.810001,52.810001,541104
10/7/2019,52.689999,54.060001,52.59,52.75,52.75,549019
10/8/2019,52.810001,53.27,51.810001,52.630001,52.630001,658324
10/9/2019,52.57,53.740002,52.310001,52.59,52.59,632666
10/10/2019,52.689999,53.970001,51.380001,53.549999,53.549999,613944
10/11/2019,53.880001,54.93,53.639999,54.700001,54.700001,467643
10/14/2019,54.900002,54.900002,52.77,53.59,53.59,467643
10/15/2019,53.509998,53.790001,52.389999,52.810001,52.810001,511249
10/16/2019,52.919998,53.740002,52.52,53.360001,53.360001,451643
10/17/2019,52.990002,54.16,52.619999,53.93,53.93,418422
10/18/2019,54.09,54.619999,53.349998,53.779999,53.779999,174477
10/21/2019,53.709999,54.029999,52.709999,53.310001,53.310001,95979
10/22/2019,53.389999,54.619999,53.099998,54.16,54.16,506573
10/23/2019,54.299999,56.07,53.619999,55.970001,55.970001,620202
